airline_stance,airline,text
2,American,@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!
0,American,@AmericanAir instead they yelled at him and told him to call a number that will not pick up due to call volume
0,American,@AmericanAir he is at the Boston airport. There is a problem. The agents will not honor the voucher because one number is rubbed out.
1,American,@AmericanAir See photo of B787 scale model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/kfD4WQRkLW
0,American,@AmericanAir I guess it is more BS AirportCardio given you cannot have an on time flight
1,American,@AmericanAir See photo of 787 model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/oilnCfWEyg
0,American,'@AmericanAir you should really explain customer service to your gate agent for 1152 at C4. Couldn''t be bothered.'
0,American,"@AmericanAir my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund
0,American,'"@AmericanAir I''ve been trying to get through to reservations since yesterday to make a change to a reservation hold'
0,American,@AmericanAir thanks - I miss my dog and this delay is costing me a lot of money.
2,American,"@AmericanAir yes
0,American,'@AmericanAir I still can''t get through to change my flight. This is really important plz help!'
1,American,@AmericanAir 3127. Just landed in LIT.
0,American,"@AmericanAir I ended up emailing my #Complaint to customer.relations@aa.com
0,American,"@AmericanAir for tomorrow some sites show flight 1642 from ewr Cancelled Flightled
1,American,@AmericanAir are pets allowed in first class?
0,American,"@AmericanAir can lie to you about where your lost bag is
0,American,'@AmericanAir Can''t help now as all seats have been taken.  There has to be a way to handle high volume of call days.'
0,American,@AmericanAir the worst first class boarding service I ever had.
0,American,'@AmericanAir most disgusting chicken entree I''ve ever seen.  Your standards have seriously nosedived. #NewAmerican http://t.co/56eSsfOOwt'
0,American,@AmericanAir im tryin to book a flight but cant get ahold of anyone!
1,American,@AmericanAir Am I upgraded on my next flight?
0,American,@AmericanAir finally at final destination but not w/o extra significant travel expenses &amp; missed work. How can you resolve this experience?
1,American,"@AmericanAir when changing dest city on an award for a reservation party of 4
2,American,@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!
0,American,@AmericanAir Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!
0,American,@AmericanAir already shared with them. Nothing done!
0,American,@AmericanAir @kanne822 @SouthwestAir is better than AA.
0,American,'"@AmericanAir I really can''t there though to an agent'
0,American,"@AmericanAir while listening to a delay message on my phone
0,American,@AmericanAir Hi. Get error msg when trying to check in on line. States: wrong pass#. Tickets rcvd from AA due to training in DFW. U know Y?
0,American,'@AmericanAir there''s an employee at gate 45 of JFK telling people their bag doesn''t fit and needs to be checked when it clearly fits #AA291'
2,American,@AmericanAir thanks... I finally got through this afternoon.  :)
0,American,"@AmericanAir after waiting for a delayed plane
0,American,@AmericanAir WHERE IS MY BAG?!?!?!
1,American,@AmericanAir it was 639
0,American,@AmericanAir Not true!! Stop making excuses! You either overbook or have crappy planes!
1,American,@AmericanAir #AmericanAirlines on approach to mex.... http://t.co/se57dmjHiW
0,American,"@AmericanAir no. Booked seat in Dallas
0,American,"@AmericanAir I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about."
2,American,@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all
0,American,'"@AmericanAir that''s why I''m asking for exception. Staffer moving last minute'
2,American,"@AmericanAir thanks
0,American,'@AmericanAir your advantage agents are horrible! I''ve been waiting for 5 hours for a call back only to be hung up on by a rude agent!'
0,American,'@AmericanAir yes there''s issues on the site as well unfortunately.'
1,American,@AmericanAir about when can I see a new American Airlines credit card to replace my USAIRWAYS dividend MasterCard?
0,American,@AmericanAir my wife is stuck in #Brownsville any chance she can get any flight out? She needs to be at work tomorrow morning.
0,American,"@AmericanAir Will it be this year
2,American,"@AmericanAir thank you
0,American,'"@americanair the best is your 800 message saying to use website and your website is saying you need to call.  If you don''t answer'
0,American,'@AmericanAir Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I''m stuck'
0,American,"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs
0,American,"@AmericanAir Miami-PhL flight Cancelled Flightled just as I got to the gate. No one from AA around
0,American,@AmericanAir Can care less if youre without your bags for a day or a week! Ive been 3 stories in the last 3 hours...I WANT MY BAG!
0,American,"@AmericanAir hah
0,American,"@AmericanAir AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather""
1,American,@AmericanAir boarding in 2mins YAY!!!!
0,American,"@AmericanAir your a LIAR
2,American,@AmericanAir Thank you so much.
0,American,@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever
0,American,'@AmericanAir @elwoodblues77 I''m sure he understands the rules but you guys just have zero customer service. Staff your damn counters!'
0,American,'@AmericanAir What''s with your baggage handlers calling out at DFW today? No luggage onboard the planes.'
0,American,".@AmericanAir after 50 minutes on hold
1,American,"@AmericanAir Hi
0,American,'@AmericanAir your seat assignment process when Flight Booking Problems is misleading. I''m not paying extra to select a seat.'
0,American,'"@AmericanAir why can''t you hire a staff that is helpful'
0,American,@AmericanAir from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day
0,American,"@AmericanAir Agents in DFW were very kind did their best to help
0,American,@AmericanAir will not let me reuse my ticket.  Thus I have booked my vacation with Delta!  Never flying on American again......
0,American,@AmericanAir now 2 hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks http://t.co/LE4H2gTzXZ
0,American,@AmericanAir Need to hold or get a call back. Just get hung up on by your phone system for 6+ hours now.
0,American,"@AmericanAir she was rude
0,American,@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.
2,American,@AmericanAir thank you for the assistance
0,American,"@AmericanAir Hello
0,American,'@AmericanAir need2know if Ill be able to reach IND today.Rather stay in MAF that fly to DFW &amp; find out I can''t travel http://t.co/gVgKHbx1RB'
0,American,'"@AmericanAir I''m trying my hardest to not get frustrated'
0,American,@AmericanAir hi there flight from Dallas just Cancelled Flightled going to LA. Can u pls help rebook me?
0,American,'@AmericanAir 2nd time in 4 days that my flight has been delayed and my gate agent hasn''t said anything! Thanks for the memories. #NeverAgain'
1,American,'@AmericanAir Thanks for doing that but now it''s telling me to go to the airport and check in with an agent-what''s up? http://t.co/PfseNJk5Pw'
1,American,'@AmericanAir what''s the best number to use?'
0,American,@AmericanAir have been in call cue for 11 hours. No call yet. Wife in cue for 9 hours.  Got a call but was hung up on.
0,American,@AmericanAir been on the phone for 47 minutes...said it would be 10...  Any advice?
2,American,"@AmericanAir Chicago seen from seat 6A
2,American,@AmericanAir thanks. Delivery status??
0,American,'@AmericanAir I don''t believe it''s acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that''s standard.'
0,American,"@AmericanAir I need to complain to AA
0,American,@AmericanAir our flight AA 1338 is delayed out of Providenciales and will be missing our connection AA 1651 in Miami to SEA. Who do we call?
0,American,"@AmericanAir here is the ticket they gave me after lying
0,American,@AmericanAir we did check before going to de airport and everything was fine. #fail
0,American,'@AmericanAir attached original ticket. flight number was 1672. isn''t the experience I thought I would have. Terrible! http://t.co/5SdlyN9MSS'
1,American,@AmericanAir I had booked online but unable to Cancelled Flight online. But finally got thru.
2,American,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!
0,American,'@AmericanAir on Feb. 15th your rep gave me the record locator and told me I''d be receiving an email with the itinerary and confirmation.'
0,American,@AmericanAir This entire process took sooooo long that no decent seats are left.  #customerservice
1,American,'@AmericanAir our flight attendant announced that we have transportation waiting for us for that flight so I think we''ll make it.'
0,American,@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5
0,American,'@AmericanAir We don''t mind the fee! We were told we can''t change name on ticket at all.'
2,American,@AmericanAir Thank you!!!! I will be there to pick her up on time.
0,American,"@AmericanAir the original receipt lists my flight cost as $89ish
1,American,@AmericanAir so whats the hold up on flight 4302?
2,American,"@AmericanAir Well
0,American,'@AmericanAir Least you could do would be to refund me the one-way ticket I had to buy since you weren''t able to accommodate. Thank you.'
0,American,"@AmericanAir After being patient about my ""delayed"" bags for 5 weeks
0,American,@AmericanAir I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.
0,American,"@AmericanAir flt 703
0,American,@AmericanAir Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive)
0,American,'"@AmericanAir Not okay. Since you couldn''t put me on an earlier flight'
0,American,"@AmericanAir Heard back at 7:30 am today
0,American,"@AmericanAir been @ airport 8hrs been told nothing by anyone until now your rep has said ""we are waiting for the mechanics to finish lunch""!"
1,American,"@AmericanAir Considering it was past midnight
1,American,@AmericanAir can I redeem AAdavantage miles on LAN flights?
0,American,"@AmericanAir
0,American,"@AmericanAir Was put on hold for 5.5 hrs then got a call back at 11:20 pm
0,American,@AmericanAir You lost a customer today. Flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.
0,American,"@AmericanAir Just called regarding my bag
0,American,@AmericanAir to realize your customer service leaves much to be desired and the folks handling the calls could care less...and it shows.
2,American,@AmericanAir thanks
0,American,'@AmericanAir unacceptable. It''s clear losing just one customer doesn''t matter to American but how many more bankruptcies will it take'
0,American,'@AmericanAir will do on another airline that''s more accommodating of its customers. Unable to simply change passengers with notice is simply'
1,American,@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?
2,American,@AmericanAir THANK YOU!!! 👍👍👍👍👍
1,American,"@AmericanAir Uhmmm we need @JColeNC down in Dallas
0,American,@AmericanAir is there a way to reserve my dog’s flight without speaking with a representative? Just was booted from your helpline!
0,American,'@AmericanAir I''ve been calling you for 3 straight days and no one picks up. Sure there are storms but there are also #customers Holler!'
0,American,"@americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was Cancelled Flightled
0,American,'@AmericanAir it''s GTSVYB. It says it''s Cancelled Flightled when I try to check.'
2,American,@AmericanAir thank you. They are processing my refund.
0,American,'"@AmericanAir That''s good'
0,American,"@AmericanAir ; @USAirways US 728/Feb 21. Unprofessional
2,American,"@AmericanAir Thanks for asking On second plane after maintenance issue
0,American,'"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right''s booklet"""'
1,American,@AmericanAir please dm me
0,American,'@AmericanAir Trying for 20 hrs to reach agent. Must make change that can''t be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.'
0,American,"@AmericanAir Oh
2,American,@AmericanAir great job and great service in and out of SDF this weekend during the winter storm.
0,American,'@AmericanAir please get it together and find my husbands luggage! You''re ruining his ski trip to Aspen! 3rd day no luggage.'
0,American,'"@AmericanAir but don''t you worry... @Delta took good care of me... Your loss'
2,American,@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx
1,American,@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks
1,American,@AmericanAir could you check if there is SVU space on AA199 MXP-JFK Feb 28th? Thanks
2,American,"@AmericanAir Thanks gang! Mind if I ask
0,American,'@AmericanAir sure is. What''s more frustrating is being stranded at the airport with our fate in your hands.'
0,American,'@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn''t. Now I have a missing luggage because of you. Thanks fam!'
2,American,@AmericanAir yes I have. Thanks
0,American,@AmericanAir 77min still on hold to chg award travel #sorrynotsorry
0,American,'@AmericanAir Your people on the phone can''t see those? And to have it be over $800 difference. That''s a poor process then...'
2,American,@AmericanAir i got a new reservation for tomorrow. Thanks!
1,American,"@AmericanAir I have a couple questions for you
1,American,@AmericanAir Is my friends flight 386 from JAX to DFW Cancelled Flighted?
0,American,@AmericanAir still not taking calls ?   Storm ended 2 days ago. Be like pats and #doyourjob
2,American,"@AmericanAir $90 dollar RT ticket to Chicago? Yes
1,American,@AmericanAir Thank you
2,American,'@AmericanAir Let''s all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!'
0,American,@AmericanAir not helpful
0,American,"@AmericanAir you expect us to spend our hard earn $ to fly and make exceptions when you have extra call volume
1,American,"@AmericanAir but my friend was told she was able to use her credit with the airline towards one of my flights
0,American,@AmericanAir hour and a half after landing bags are finally trickling off. http://t.co/4KbTzVjU3b
1,American,@AmericanAir well you spelled my name wrong.
0,American,'"@AmericanAir 2 hours now!  No I''m not patient.  Why don''t you have a call back feature or pay someone to answer the phone'
0,American,@AmericanAir please do something about boarding at DCA 35X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.
0,American,@AmericanAir no standby line update online or on app either is troubling
0,American,"@AmericanAir No. Had to Cancelled Flight my trip. Instead of a $25 future trip voucher
2,American,"@AmericanAir thx
0,American,@AmericanAir Unbelievable that I cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! The system simply hangs up!
0,American,@americanair thanks to your airline I now have a ruined bag and you refuse to do anything about it.
0,American,@AmericanAir 4 open kiosks for priority with no line and only 4 open for main check in for ~80-100 ppl
0,American,'@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn''t able to use the app or kiosk today. Hour long line.'
0,American,@AmericanAir Thank u! Did reach out to both and have not had a response yet. Lost and Found goes straight to VM.
0,American,"@AmericanAir ""bag has not yet been located"". Again
0,American,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!
0,American,@AmericanAir @maxfitgirl29 next time fly Southwest...
0,American,@AmericanAir Still on hold. Way to suck.
2,American,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!
0,American,@AmericanAir are flights leaving Dallas right now? In Maui trying to figure out how delayed flight 7 is going to be
0,American,"@AmericanAir
0,American,@AmericanAir get me outta here
0,American,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…
0,American,@AmericanAir really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions
0,American,'@AmericanAir don''t they already know ?  Isn''t everyone sharing how nasty the food is? It''s not even close to decent.'
2,American,'@AmericanAir Thank you. It''s much appreciated. We have been on the plane for 90 min now at the gate.'
0,American,'@AmericanAir did you guys get rid of the functionality on http://t.co/R1OQAVEO7I to put a reservation on hold for 24 hours? i don''t see it'
0,American,"@AmericanAir On hold since 5am. When no one can get to the airport
2,American,'@AmericanAir All of the nicest people in the world work at Admiral''s clubs. Gladys in San Juan es mi Amiga'
1,American,@AmericanAir due to road conditions
1,American,'@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won''t be able to leave the airport   1/2'
2,American,"@AmericanAir I love very much your planes
0,American,"@AmericanAir so if your genuine
0,American,@AmericanAir How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr
0,American,@AmericanAir I think 2 weeks of waiting is more than enough time for you to contact me.  This is why you lose customers
0,American,"@AmericanAir Way to suck at customer service
0,American,'@AmericanAir umm unexpected?? Unexpected meaning you guys didn''t know you had a major staff shortage ??'
0,American,@AmericanAir Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.
2,American,@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.
0,American,@AmericanAir I paid seat upgrade b4 the severe weather.  Got booked on another flight but did not get upgrade. Was calling to inquire. HELP!
2,American,@AmericanAir thanks!
2,American,@AmericanAir well Done all of you xx
2,American,"@AmericanAir Thanks. Having issues checking in for flight
0,American,'@AmericanAir You don''t care about keeping your customers safe or at least you didn''t care about my sister'
0,American,@AmericanAir maybe you should stop tweeting and start calling. Or make it available for people to wait on-hold instead of hanging up on us.
0,American,"@AmericanAir
0,American,@AmericanAir When will callers from the East Coast be able to speak to an actual human for reservation support? All agents busy call Late Flightr..
2,American,@AmericanAir My father loved working for you as well as PanAm
0,American,@AmericanAir 249 EWR - DFW is now stopping BNA to refuel 4 bad weather? Are YOU just trying to get the plane closer 2 DFW then Cancelled Flight on us?
0,American,"@AmericanAir is there something wrong with the website? no matter what flight I select
0,American,'@AmericanAir now you''re sending a gate agent to talk to us? Joke of an airline. Thanks for ruining my vacation. #neverflyAAagain'
2,American,@AmericanAir  CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!
0,American,@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.
1,American,@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased air fair
0,American,@AmericanAir Only fluctuated because aa took 2 hrs to call me back.Ended up paying (extra) in $US so above statement not true
1,American,"@AmericanAir @MattThomasNews When did American Airlines start flying to and from Siberia? Wait
1,American,@AmericanAir followback
1,American,"@AmericanAir Hahaha.... ""Meanwhile in Russia...."""
2,American,@AmericanAir thanks for keeping us safe
0,American,"@AmericanAir There was no one from #AA at the #woase2015 event @HelsinkiAirport
1,American,"@AmericanAir is that the ""record locator""?"
0,American,@AmericanAir you keep returning my call and hanging up when I answer? Help reFlight Booking Problems a flight!
0,American,@AmericanAir been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating
0,American,@AmericanAir just sad that even after spending so much on tickets all I wanted was for my wife to still go with her sister and no help
0,American,@AmericanAir @USAirways you can help by now finding my baggage!!  Reply to me ASAP with who I can direct details to.
1,American,'@AmericanAir no. Prebook flight for wife''s 40th bday in NO. I recently have had surgery and can''t travel. Won''t let another go in my place'
0,American,"@AmericanAir 4hrs Late Flightr i get a call back
2,American,"@AmericanAir My pleasure
0,American,@AmericanAir your team rebooked my Cancelled Flightled AA flight on a different airline. New airline has no such Flight Booking Problems. Flight is this evening.
0,American,@AmericanAir why have I been on hold for almost 3 hours? This is ridiculous
0,American,'@AmericanAir I don''t like making a scene but this hasn''t been addressed properly. Please have them do that.'
2,American,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair
0,American,@AmericanAir @derekc21  Hello any one out there ? have you forgotten me ?  I need a  luggage # for BA.  Your dropping the ball here .
0,American,@AmericanAir am on hold for the 2nd time today. Need help with confirming the new flights you arranged for me. Can you expedite this?
0,American,@AmericanAir served the nastiest food Ive ever seen yesterday.Rubber chicken in slime. The ENTIRE cabin sent their food back.FAs can confirm
0,American,@AmericanAir  terrible response! How about someone picking up the phone and calling me...It is now 49 Hours with no luggage
0,American,@AmericanAir really
0,American,@AmericanAir how can I when system always hangs up on me?
1,American,@AmericanAir DM sent
2,American,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!
0,American,"@AmericanAir in line at SFO. Customer service is rude
0,American,'@AmericanAir HELP! Attempting to Cancelled Flight a flight but can''t get thru 800 number. Call gets dropped when saying Agent. flight is 2/24.'
1,American,@AmericanAir okay. I just sent it.
0,American,'@AmericanAir @EdPlotts don''t bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply'
2,American,@AmericanAir thanks.....
0,American,@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP
0,American,@AmericanAir how can you not be taking calls? I need to change my flight!
0,American,@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?
2,American,@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome
0,American,'@AmericanAir I can''t choose a seat online because I booked on @priceline ??? #SMH'
0,American,'@AmericanAir it wasn''t really about the delay. It was more about being told the engine needed to be troubleshot.  Makes a person paranoid.'
0,American,'"@AmericanAir ""overweight"" flight = you sold more tickets than you had seats. We all know that. Let''s call it what it is."'
1,American,"@AmericanAir @jaynegelman How
0,American,@AmericanAir at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?
0,American,"@AmericanAir Yes
0,American,'@AmericanAir Can you help with my Cancelled Flightled flight -- I''d like to book another flight...I''ve been on hold for 95 minutes and counting....'
2,American,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA
0,American,@AmericanAir been waiting on hold for more than an hour
0,American,'@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won''t be here till Late Flight tomorrow morning.'
2,American,'"@AmericanAir that''s ok'
0,American,@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.
1,American,'@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new''airplanes are used. They are gr8'
2,American,@AmericanAir thanks for the show! 👍
0,American,"@AmericanAir well done
2,American,@AmericanAir no worries even though I was talking about seat assignment :)
1,American,"@AmericanAir @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side #Air Berlin
0,American,"@AmericanAir Been trying to call all day
0,American,"@AmericanAir @jameswester see
1,American,@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!
0,American,"@AmericanAir 
0,American,@AmericanAir @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!
1,American,"@AmericanAir Yo
0,American,'@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can''t staff a call center'
2,American,@AmericanAir Great seats on this aircraft!
0,American,'Is rudeness and poor customers service a job requirement at @AmericanAir ? Been waiting 28hrs and still haven''t even seen one plane😡'
1,American,@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ
0,American,@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!
1,American,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere
0,American,@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!
1,American,@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!
0,American,@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles.
1,American,'@AmericanAir who''s your pick for best picture? I don''t want to board your airline until I know'
0,American,@AmericanAir we have 3 more passengers with me   There are two more reservation numbers
0,American,"@AmericanAir @PatrichRuben no
1,American,@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o
1,American,"@AmericanAir @derekc21 
0,American,"@AmericanAir @manuel_c ""here for you"" as in
0,American,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.
0,American,'@AmericanAir You have the worst customer service of any airlines I''ve ever encountered. Flat out awful'
0,American,'"@AmericanAir @ezemanalyst why don''t you tweet canned'
2,American,@AmericanAir DONE!! thank you so much!!
0,American,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs
0,American,@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue
0,American,'@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I''ve landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.'
0,American,'"@AmericanAir delivered mom''s delayed bag to the wrong place. 2 hrs on hold yesterday'
0,American,"@AmericanAir Yeah
0,American,@AmericanAir this is awful customer service.
2,American,'@AmericanAir everything''s good now brothaaaaaa'
0,American,@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired
1,American,'@AmericanAir 740pm wheels up to be exact.  I''m sending a DM.'
0,American,'@AmericanAir @sarahzou translation: we don''t reinvest our mammoth profits into the customer service experience. ''Cause we don''t care.'
0,American,@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK
0,American,@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with
0,American,"@AmericanAir 719. Looks like we are about to get going
0,American,"@AmericanAir @JimDayTV no
0,American,@AmericanAir pls tell me how to get a person on the phone asap
0,American,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!
1,American,@AmericanAir you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call.
0,American,@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please
0,American,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth
0,American,@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded
0,American,'@AmericanAir I tried several times to select seats. The only ones ever available would''ve cost me $30 extra per seat.'
0,American,@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids
1,American,@AmericanAir 3198 to AEX. Is it still going?
0,American,@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!
0,American,@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?
0,American,@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?
0,American,"@AmericanAir i have tried getting help from agents
0,American,@AmericanAir Close down
2,American,'@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let''s get another great leg too tonight!'
2,American,'@AmericanAir i appreciate your apology. Sincerely. Thank you. That''s really all I ever wanted to begin with.'
0,American,'@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers'' bags.'
0,American,@AmericanAir I’ve been on the line waiting for 40 minutes again.
0,American,'@AmericanAir you know nothing about customer service and I''ll make sure everyone knows it'
0,American,@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.
0,American,@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone
0,American,@AmericanAir your 1800 kept hanging up on me and made me miss a second flight
0,American,'@AmericanAir yeah that''s not helping. Having my bag shipped to the correct city the first time probably would have helped.'
0,American,'@AmericanAir I did 50 times and no one was helpful I''m missing work nd school nd the manager REM from mia told me he didn''t want to talk us'
0,American,@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!
0,American,'@AmericanAir I haven''t been rebooked. I called and left my number for a callback but haven''t heard anything and my flight is tomorrow. :('
0,American,@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....
0,American,'@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it''s US Airways but you own it. I would really like to get home.'
0,American,@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..
0,American,'@AmericanAir Same as yesterday''s Cancelled Flighted flight. AA104. Your customer support is just awful!'
0,American,@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.
0,American,@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles
0,American,'@AmericanAir Hi AA friends! My sis''s flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?'
0,American,@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?
0,American,'@AmericanAir I have not. There''s no option for even getting a call back!'
0,American,@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.
0,American,'@AmericanAir all flights Cancelled Flighted tomorrow and that means I''m stranded at the airport for the night... wow.'
0,American,@AmericanAir how hard is it to have catering ready to go?
0,American,@AmericanAir Why does your iPhone app not have any sort of notifications option?
0,American,@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
